rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,HZ_bin,Temp_habitable_bin,H_index
4075,8106112,K04404.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,316.57747,0.04568,-0.04568,236.5015,0.0802,-0.0802,0.2569,0.2395,-0.2567,14.64,3.2,-3.2,269.1,76.3,-76.3,1.47,0.59,-0.11,255.0,,,1.01,1.18,-0.25,10.2,,,5822.0,160.0,-176.0,4.529,0.03,-0.287,0.898,0.356,-0.07,294.73132,43.989361,15.246,1,1,1.0
4093,6685646,K04618.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,244.86662,0.01522,-0.01522,141.9596,0.0416,-0.0416,0.3872,0.0612,-0.3872,10.56,1.8,-1.8,289.5,40.5,-40.5,1.46,0.56,-0.12,273.0,,,1.31,1.49,-0.31,9.7,,,5821.0,157.0,-153.0,4.554,0.03,-0.276,0.848,0.327,-0.066,290.04114,42.10574,14.462,1,1,1.0
4098,9394768,K04690.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,360.15417,0.01287,-0.01287,188.796,0.0267,-0.0267,0.2583,0.2115,-0.2582,12.806,0.814,-0.814,790.6,62.2,-62.2,2.99,1.48,-0.28,270.0,,,1.25,1.85,-0.36,11.1,,,6065.0,152.0,-212.0,4.452,0.043,-0.317,1.061,0.525,-0.1,287.25299,45.90934,15.435,1,1,1.0
4103,3644602,K04479.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,359.08368,0.01663,-0.01663,415.3834,0.0337,-0.0337,1.262,6.63,-0.078,15.67,1.7,-1.7,618.7,67.5,-67.5,29.15,9.06,-3.04,268.0,,,1.23,1.13,-0.38,10.8,1.0,q1_q17_dr25_tce,6256.0,176.0,-220.0,4.493,0.054,-0.202,0.932,0.29,-0.097,291.18927,38.731159,15.145,1,1,1.0
4110,5977470,K04550.01,,CANDIDATE,CANDIDATE,0.934,0,0,0,0,140.251943,0.001677,-0.001677,175.137,0.0103,-0.0103,0.323,0.139,-0.323,6.576,0.327,-0.327,567.7,54.8,-54.8,1.84,0.05,-0.12,271.0,,,1.28,0.17,-0.24,11.9,1.0,q1_q17_dr25_tce,4821.0,76.0,-86.0,4.529,0.064,-0.016,0.788,0.023,-0.051,296.45776,41.266022,15.429,1,1,1.0
4113,6119923,K04552.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,134.4665,0.1448,-0.1448,265.424,0.283,-0.283,0.2848,0.2031,-0.2845,5.27,0.823,-0.823,1032.0,151.0,-151.0,2.48,2.95,-0.22,280.0,,,1.45,6.45,-0.36,6.7,,,4891.0,155.0,-127.0,4.524,0.061,-0.76,0.791,0.942,-0.069,290.62686,41.4604,15.126,1,1,1.0
4125,8613218,K04485.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,368.11581,0.02058,-0.02058,227.4962,0.0245,-0.0245,0.0125,0.4776,-0.0124,13.52,1.2,-1.2,476.2,57.5,-57.5,2.11,0.85,-0.2,263.0,,,1.12,1.33,-0.3,11.2,,,6122.0,158.0,-191.0,4.487,0.045,-0.292,0.964,0.389,-0.088,286.78354,44.73737,15.125,1,1,1.0
4233,8240746,K04576.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,184.568,0.01104,-0.01104,173.6314,0.0414,-0.0414,0.2544,0.2051,-0.2543,13.09,1.2,-1.2,409.9,50.9,-50.9,1.53,0.58,-0.11,282.0,,,1.5,1.73,-0.33,10.2,,,5680.0,173.0,-149.0,4.595,0.032,-0.226,0.75,0.287,-0.052,294.43747,44.180901,15.185,1,1,1.0
4236,10140843,K04579.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,367.19796,0.02275,-0.02275,134.1748,0.0459,-0.0459,0.0858,0.3504,-0.0858,15.92,2.0,-2.0,146.1,18.3,-18.3,1.08,0.45,-0.09,253.0,,,0.96,1.18,-0.23,10.7,,,6054.0,148.0,-171.0,4.525,0.035,-0.303,0.889,0.372,-0.071,291.73361,47.109161,13.592,1,1,1.0
4270,7900100,K04515.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,397.73781,0.0509,-0.0509,171.6552,0.0462,-0.0462,0.1656,0.2749,-0.1655,13.08,2.5,-2.5,460.8,86.6,-86.6,2.2,0.95,-0.2,264.0,,,1.16,1.47,-0.34,8.8,,,6194.0,161.0,-217.0,4.457,0.047,-0.295,1.02,0.441,-0.095,294.85272,43.686459,15.548,1,1,1.0
4306,7366895,K04665.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,289.86046,0.01494,-0.01494,258.5572,0.0311,-0.0311,0.3711,0.0762,-0.3709,11.103,0.877,-0.877,234.5,25.8,-25.8,1.5,0.59,-0.16,279.0,,,1.43,1.64,-0.41,10.3,1.0,q1_q16_tce,5914.0,154.0,-167.0,4.451,0.065,-0.275,0.971,0.381,-0.103,293.06857,42.957211,13.696,1,1,1.0
4307,10729472,K04453.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,357.13089,0.03863,-0.03863,157.7985,0.0624,-0.0624,0.1365,0.3361,-0.1364,13.04,2.6,-2.6,330.5,65.2,-65.2,1.62,0.58,-0.13,246.0,,,0.87,0.91,-0.22,11.8,,,5838.0,160.0,-172.0,4.529,0.031,-0.266,0.897,0.321,-0.073,291.16476,48.052429,15.271,1,1,1.0
4308,6200612,K04454.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,370.50684,0.01789,-0.01789,150.8212,0.0241,-0.0241,0.0647,0.4151,-0.0645,12.132,0.832,-0.832,418.6,47.3,-47.3,2.06,0.87,-0.2,277.0,,,1.39,1.73,-0.41,8.8,,,6360.0,166.0,-221.0,4.458,0.052,-0.296,0.999,0.423,-0.098,290.38583,41.552311,14.851,1,1,1.0
4327,8652577,K04458.01,,CANDIDATE,CANDIDATE,0.156,0,0,0,0,358.818895,0.002746,-0.002746,416.5775,0.00534,-0.00534,0.825,0.147,-0.606,2.503,0.227,-0.227,666.1,68.6,-68.6,2.66,0.7,-0.31,262.0,,,1.11,0.87,-0.34,11.5,1.0,q1_q17_dr25_tce,6056.0,163.0,-181.0,4.47,0.081,-0.189,0.918,0.245,-0.105,300.29211,44.731041,13.919,1,1,1.0
4329,9947389,K04460.01,,CANDIDATE,CANDIDATE,0.972,0,0,0,0,284.727213,0.008363,-0.008363,142.0923,0.023,-0.023,0.316,0.148,-0.316,10.299,0.942,-0.942,355.3,34.0,-34.0,2.02,0.3,-0.29,278.0,,,1.41,0.55,-0.44,12.7,1.0,q1_q17_dr25_tce,5497.0,82.0,-74.0,4.332,0.137,-0.1,1.08,0.158,-0.158,290.14725,46.802872,14.636,1,1,1.0
4351,6437226,K04531.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,372.62637,0.02684,-0.02684,307.8836,0.0505,-0.0505,0.5353,0.0665,-0.4137,18.52,2.4,-2.4,542.0,73.4,-73.4,2.38,1.0,-0.21,258.0,,,1.05,1.31,-0.29,11.9,,,6014.0,154.0,-212.0,4.486,0.04,-0.299,0.993,0.419,-0.087,289.94693,41.802818,15.412,1,1,1.0
4378,2972800,K04609.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,361.43653,0.0176,-0.0176,421.747,0.0258,-0.0258,0.2175,0.2253,-0.2175,9.08,0.846,-0.846,271.9,34.1,-34.1,1.56,0.61,-0.24,268.0,,,1.22,1.41,-0.43,10.8,,,6028.0,168.0,-153.0,4.398,0.139,-0.264,0.938,0.366,-0.144,286.78522,38.151642,13.791,1,1,1.0
4403,11092040,K04687.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,419.92898,0.02934,-0.02934,134.7701,0.0567,-0.0567,0.0299,0.4131,-0.0297,14.55,1.6,-1.6,233.5,36.7,-36.7,1.51,0.56,-0.18,255.0,,,1.0,1.08,-0.32,7.5,,,6047.0,162.0,-185.0,4.431,0.076,-0.266,0.988,0.366,-0.117,295.53461,48.677391,14.755,1,1,1.0
4455,10187563,K04843.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,373.60683,0.01688,-0.01688,246.5809,0.0253,-0.0253,0.588,0.367,-0.373,8.752,0.948,-0.948,534.8,71.6,-71.6,2.5,0.8,-0.27,271.0,,,1.28,1.21,-0.39,9.3,1.0,q1_q17_dr25_tce,6184.0,172.0,-216.0,4.448,0.052,-0.208,1.038,0.332,-0.111,281.86789,47.256649,15.256,1,1,1.0
4505,5951416,K04781.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,367.73299,0.0138,-0.0138,302.3576,0.0263,-0.0263,0.0064,0.4419,-0.0064,10.158,0.936,-0.936,503.9,55.9,-55.9,2.1,0.84,-0.2,266.0,,,1.19,1.4,-0.34,11.2,,,6225.0,171.0,-197.0,4.481,0.055,-0.29,0.931,0.371,-0.09,288.97574,41.279121,14.892,1,1,1.0
4525,6438379,K04785.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,389.14115,0.02672,-0.02672,309.5721,0.0264,-0.0264,0.0973,0.3752,-0.0971,7.93,1.2,-1.2,347.4,51.5,-51.5,1.67,0.69,-0.15,250.0,,,0.92,1.09,-0.24,10.1,,,6043.0,156.0,-176.0,4.505,0.048,-0.291,0.894,0.365,-0.08,290.30505,41.838459,14.534,1,1,1.0
4530,9582496,K04858.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,224.447413,0.006992,-0.006992,293.1378,0.0139,-0.0139,0.4162,0.054,-0.4157,4.986,0.451,-0.451,651.0,93.3,-93.3,2.05,0.64,-0.15,260.0,,,1.08,1.03,-0.24,7.9,,,5489.0,164.0,-142.0,4.574,0.029,-0.198,0.798,0.251,-0.06,289.4585,46.276379,15.618,1,1,1.0
4606,5783938,K04734.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,383.10017,0.02789,-0.02789,286.3372,0.0322,-0.0322,0.1365,0.3337,-0.1364,8.8,1.4,-1.4,579.4,98.5,-98.5,2.18,0.85,-0.19,248.0,,,0.9,1.04,-0.23,10.0,,,6011.0,158.0,-182.0,4.522,0.035,-0.287,0.902,0.355,-0.075,289.61075,41.019489,15.339,1,1,1.0
4616,11804437,K04878.01,,CANDIDATE,CANDIDATE,,0,0,0,0,449.01499,0.02055,-0.02055,144.707,0.0265,-0.0265,0.2182,0.2153,-0.2181,12.58,1.0,-1.0,94.2,13.1,-13.1,1.04,0.38,-0.14,258.0,,,1.04,1.1,-0.34,8.5,1.0,q1_q16_tce,6031.0,143.0,-168.0,4.368,0.106,-0.251,1.068,0.389,-0.145,286.22812,50.01358,12.291,1,1,1.0
4618,8747009,K04880.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,410.11676,0.02764,-0.02764,328.2965,0.0303,-0.0303,0.243,0.2447,-0.2429,13.97,1.3,-1.3,216.9,26.8,-26.8,1.41,0.65,-0.23,242.0,,,0.81,1.11,-0.3,11.2,,,5587.0,164.0,-135.0,4.372,0.155,-0.284,0.965,0.439,-0.158,289.23987,44.99358,13.736,1,1,1.0
4629,9893278,K04740.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,182.281992,0.005928,-0.005928,159.6829,0.0235,-0.0235,0.2425,0.2015,-0.2424,8.828,0.992,-0.992,509.3,71.2,-71.2,1.67,1.12,-0.17,280.0,,,1.46,3.25,-0.42,8.7,,,5503.0,203.0,-157.0,4.536,0.084,-0.531,0.742,0.497,-0.077,292.85391,46.77375,15.405,1,1,1.0
4649,4138008,K04742.01,Kepler-442 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,112.303136,0.001722,-0.001722,230.4383,0.0125,-0.0125,0.248,0.191,-0.248,5.869,0.362,-0.362,502.1,44.1,-44.1,1.3,0.07,-0.05,241.0,,,0.79,0.15,-0.11,13.1,1.0,q1_q17_dr25_tce,4401.0,78.0,-78.0,4.677,0.017,-0.027,0.595,0.03,-0.024,285.36658,39.280079,14.976,1,1,1.0
4687,12066569,K03282.01,Kepler-1455 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,49.2768448,0.0003357,-0.0003357,157.02073,0.00515,-0.00515,0.022,0.419,-0.022,3.787,0.171,-0.171,1132.9,73.0,-73.0,1.75,0.09,-0.13,271.0,,,1.28,0.26,-0.26,17.8,1.0,q1_q17_dr25_tce,3899.0,78.0,-78.0,4.713,0.039,-0.021,0.529,0.028,-0.038,294.08307,50.502769,15.855,1,1,1.0
4692,7887890,K04752.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,370.35639,0.02818,-0.02818,425.9854,0.0405,-0.0405,0.414,0.0632,-0.4139,12.75,2.0,-2.0,732.2,81.7,-81.7,2.82,1.23,-0.27,268.0,,,1.21,1.57,-0.36,13.0,,,6117.0,162.0,-234.0,4.457,0.048,-0.295,1.025,0.447,-0.098,290.74271,43.604431,15.189,1,1,1.0
4703,10065053,K04898.01,,CANDIDATE,CANDIDATE,,0,0,0,0,409.87844,0.0233,-0.0233,238.9944,0.0414,-0.0414,0.177,0.2649,-0.1769,10.58,1.6,-1.6,647.1,90.5,-90.5,2.72,1.33,-0.25,264.0,,,1.15,1.69,-0.32,8.7,1.0,q1_q16_tce,6167.0,168.0,-202.0,4.444,0.043,-0.309,1.064,0.523,-0.098,287.34897,47.060982,15.731,1,1,1.0
4708,3644071,K01192.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,359.047933,0.003846,-0.003846,295.76934,0.00307,-0.00307,0.002,0.177,-0.002,16.637,0.113,-0.113,5622.7,64.9,-64.9,7.76,2.14,-1.43,260.0,,,1.08,0.89,-0.44,91.1,1.0,q1_q17_dr25_tce,5609.0,169.0,-152.0,4.346,0.162,-0.198,1.048,0.29,-0.193,291.03217,38.703911,14.215,1,1,1.0
4719,8308070,K04830.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,401.5907,0.02862,-0.02862,172.2086,0.0493,-0.0493,0.1752,0.2634,-0.1752,14.77,2.4,-2.4,115.0,18.4,-18.4,1.01,0.4,-0.09,256.0,,,1.02,1.18,-0.27,11.9,,,6170.0,156.0,-179.0,4.482,0.052,-0.29,0.939,0.371,-0.089,294.81012,44.25597,13.376,1,1,1.0
4734,4670361,K07700.01,,CANDIDATE,CANDIDATE,0.381,0,0,0,0,631.56889,0.01334,-0.01334,145.0148,0.0165,-0.0165,0.636,9.192,-0.071,14.37,1.5,-1.5,789.0,56.8,-56.8,3.13,0.98,-0.33,237.0,,,0.75,0.69,-0.22,20.7,1.0,q1_q17_dr25_tce,6382.0,170.0,-189.0,4.432,0.065,-0.208,1.059,0.333,-0.111,295.73697,39.740452,14.0,1,1,1.0
4740,4940203,K07711.01,,CANDIDATE,CANDIDATE,0.987,0,0,0,0,302.779824,0.009594,-0.009594,355.5989,0.0268,-0.0268,0.001,0.44,-0.001,16.847,0.721,-0.721,270.9,25.2,-25.2,1.31,0.34,-0.12,246.0,,,0.87,0.66,-0.22,12.3,1.0,q1_q17_dr25_tce,5734.0,154.0,-154.0,4.572,0.042,-0.168,0.797,0.207,-0.069,295.98404,40.043621,14.16,1,1,1.0
4762,5881307,K07746.01,,CANDIDATE,CANDIDATE,0.708,0,0,0,0,393.95608,0.01994,-0.01994,388.3294,0.0243,-0.0243,0.614,0.36,-0.391,13.89,1.1,-1.1,482.2,53.5,-53.5,2.27,0.69,-0.24,263.0,,,1.14,1.05,-0.37,10.3,1.0,q1_q17_dr25_tce,6217.0,197.0,-241.0,4.472,0.062,-0.2,0.989,0.299,-0.107,293.38049,41.151901,15.622,1,1,1.0
4808,5384713,K03444.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,60.32668824,5.621e-05,-5.621e-05,145.057472,0.000747,-0.000747,0.974,24.4,-0.053,1.6864,0.0423,-0.0423,3146.7,67.5,-67.5,4.98,0.28,-0.36,240.0,,,0.79,0.16,-0.16,57.0,1.0,q1_q17_dr25_tce,3705.0,74.0,-74.0,4.721,0.039,-0.021,0.529,0.03,-0.038,297.4292,40.561909,13.693,1,1,1.0
4819,6137704,K03605.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,178.26802035,3.637e-05,-3.637e-05,255.351351,0.000169,-0.000169,1.135,0.05,-0.045,5.86461,0.00714,-0.00714,45754.0,54.3,-54.3,34.07,3.57,-3.58,256.0,,,1.02,0.38,-0.29,961.4,1.0,q1_q17_dr25_tce,5126.0,154.0,-138.0,4.578,0.078,-0.045,0.696,0.073,-0.073,295.83835,41.427319,14.16,1,1,1.0
4860,10748621,K03532.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,286.1755875,0.0002549,-0.0002549,314.101583,0.000475,-0.000475,0.598,0.018,-0.021,16.1025,0.0308,-0.0308,328540.0,554.0,-554.0,63.23,19.18,-7.69,276.0,,,1.38,1.22,-0.45,765.3,1.0,q1_q17_dr25_tce,5904.0,159.0,-195.0,4.471,0.067,-0.202,0.946,0.287,-0.115,297.77277,48.09811,15.138,1,1,1.0
4928,2307206,K03549.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,204.0329342,0.0001602,-0.0001602,253.536626,0.000395,-0.000395,0.49,0.014,-0.014,17.5623,0.0231,-0.0231,411370.0,504.0,-504.0,57.35,12.53,-4.98,272.0,,,1.29,0.87,-0.34,884.9,1.0,q1_q17_dr25_tce,5553.0,166.0,-166.0,4.577,0.036,-0.144,0.806,0.176,-0.07,292.37616,37.657459,15.734,1,1,1.0
4947,3326377,K01830.02,Kepler-967 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,198.7106251,0.0007117,-0.0007117,156.51819,0.00303,-0.00303,0.026,0.387,-0.026,8.638,0.115,-0.115,2094.8,35.7,-35.7,3.56,0.24,-0.19,258.0,,,1.05,0.25,-0.18,62.1,2.0,q1_q17_dr25_tce,5180.0,103.0,-103.0,4.548,0.036,-0.054,0.8,0.054,-0.043,286.55807,38.405369,14.443,1,1,1.0
4953,11147814,K03334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,95.178317934,3.98e-06,-3.98e-06,224.596785,3.2e-05,-3.2e-05,0.761,0.01,-0.012,3.60125,0.00286,-0.00286,128580.0,85.3,-85.3,28.75,2.29,-2.55,272.0,,,1.29,0.4,-0.33,2279.1,1.0,q1_q17_dr25_tce,4523.0,136.0,-123.0,4.615,0.052,-0.024,0.653,0.052,-0.058,296.33862,48.75758,14.401,1,1,1.0
5020,5817957,K07742.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,372.76888,0.01185,-0.01185,377.6144,0.0272,-0.0272,0.909,0.028,-0.62,23.27,1.2,-1.2,1157.2,60.3,-60.3,3.66,1.01,-0.37,242.0,,,0.81,0.67,-0.23,22.8,1.0,q1_q17_dr25_tce,5800.0,155.0,-190.0,4.514,0.05,-0.2,0.894,0.249,-0.089,298.55057,41.040771,15.422,1,1,1.0
5042,7353970,K03574.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,198.443477,0.0001154,-0.0001154,155.615557,0.000484,-0.000484,1.149,0.051,-0.043,9.9776,0.0268,-0.0268,39943.0,103.0,-103.0,41.72,4.23,-2.79,279.0,,,1.44,0.44,-0.29,464.2,1.0,q1_q17_dr25_tce,5420.0,107.0,-107.0,4.502,0.056,-0.077,0.868,0.088,-0.058,289.02493,42.935928,13.76,1,1,1.0
5046,9785454,K03577.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,184.52015392,4.781e-05,-4.781e-05,237.698721,0.000198,-0.000198,0.886,0.008,-0.008,15.3564,0.0172,-0.0172,49269.0,43.9,-43.9,23.38,4.21,-3.17,275.0,,,1.36,0.77,-0.45,1759.1,1.0,q1_q17_dr25_tce,5341.0,160.0,-144.0,4.514,0.096,-0.132,0.776,0.14,-0.105,297.34164,46.543362,14.07,1,1,1.0
5063,8424002,K03497.01,Kepler-1512 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.35971899,5.479e-05,-5.479e-05,134.29123,0.00218,-0.00218,0.925,0.005,-0.693,2.1521,0.0621,-0.0621,345.7,15.2,-15.2,0.8,0.12,-0.16,276.0,,,1.38,0.58,-0.58,26.8,1.0,q1_q17_dr25_tce,3419.0,67.0,-76.0,4.904,0.084,-0.052,0.344,0.051,-0.07,289.27451,44.470322,13.393,1,1,1.0
5067,4659255,K03580.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,198.01379181,3.748e-05,-3.748e-05,234.151682,0.000134,-0.000134,0.88,0.094,-0.046,9.72673,0.00974,-0.00974,142500.0,120.0,-120.0,38.49,4.24,-4.24,260.0,,,1.09,0.42,-0.34,1411.3,1.0,q1_q17_dr25_tce,5359.0,159.0,-175.0,4.566,0.09,-0.06,0.708,0.078,-0.078,293.04837,39.725349,15.546,1,1,1.0
5070,3428468,K03582.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,114.90862419,2.006e-05,-2.006e-05,199.450746,0.00014,-0.00014,0.78,0.025,-0.026,7.66397,0.00819,-0.00819,196110.0,201.0,-201.0,42.78,1.22,-3.42,259.0,,,1.06,0.2,-0.26,1179.7,1.0,q1_q17_dr25_tce,4412.0,132.0,-132.0,4.565,0.06,-0.016,0.737,0.021,-0.059,286.72336,38.595661,15.927,1,1,1.0
5153,5114623,K03827.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,337.377514,0.003779,-0.003779,336.53604,0.00529,-0.00529,1.245,0.5484,-0.0504,12.136,0.293,-0.293,6110.0,143.0,-143.0,37.23,15.93,-3.76,271.0,,,1.28,1.65,-0.38,60.0,,,6029.0,171.0,-216.0,4.452,0.056,-0.293,0.998,0.427,-0.101,295.73285,40.26078,15.36,1,1,1.0
5391,6973796,K03726.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,115.9943364,0.0001142,-0.0001142,139.57168,0.000819,-0.000819,0.028,0.283,-0.028,2.4136,0.0389,-0.0389,37571.0,458.0,-458.0,13.66,0.57,-1.25,265.0,,,1.16,0.29,-0.33,102.4,1.0,q1_q17_dr25_tce,4530.0,159.0,-159.0,4.566,0.06,-0.02,0.735,0.031,-0.067,298.12396,42.403172,15.852,1,1,1.0
5443,8956206,K02048.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,99.673478,0.0003463,-0.0003463,219.33483,0.0023,-0.0023,11.6846,1.516,-10.45,0.968,0.179,-0.179,2496.0,264.0,-264.0,576.14,30.44,-31.62,262.0,,,1.11,0.27,-0.23,12.6,2.0,q1_q17_dr24_tce,4932.0,145.0,-148.0,4.777,0.04,-0.027,0.492,0.026,-0.027,293.05801,45.248821,15.801,1,1,1.0
5446,10733174,K03889.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,280.476576,0.007479,-0.007479,299.3871,0.0191,-0.0191,0.974,6.665,-0.018,32.24,1.0,-1.0,651.2,22.1,-22.1,3.16,0.92,-0.31,268.0,,,1.22,1.03,-0.33,38.7,1.0,q1_q17_dr25_tce,5869.0,147.0,-161.0,4.528,0.037,-0.213,0.892,0.261,-0.087,292.61954,48.081478,13.608,1,1,1.0
5451,12735740,K03663.01,Kepler-86 b,CONFIRMED,CANDIDATE,0.963,0,0,0,0,282.5253558,0.0001219,-0.0001219,363.071925,0.000289,-0.000289,0.248,0.05,-0.075,10.7965,0.0292,-0.0292,9746.4,16.7,-16.7,8.98,1.31,-0.47,264.0,,,1.15,0.47,-0.2,696.0,1.0,q1_q17_dr25_tce,5725.0,102.0,-113.0,4.506,0.038,-0.113,0.913,0.133,-0.048,289.76361,51.962601,12.62,1,1,1.0
5499,7866914,K03971.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,365.994154,0.005071,-0.005071,217.68143,0.00991,-0.00991,0.8353,0.065,-0.58,13.071,0.361,-0.361,698.5,33.3,-33.3,2.87,1.12,-0.28,263.0,,,1.14,1.28,-0.32,23.8,1.0,q1_q16_tce,6074.0,150.0,-176.0,4.466,0.055,-0.281,0.965,0.377,-0.096,279.85272,43.664459,14.05,1,1,1.0
5542,8107115,K02575.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,199.3113,0.01025,-0.01025,172.4242,0.0286,-0.0286,0.689,0.0222,-0.5332,6.43,1.1,-1.1,383.6,77.3,-77.3,1.64,0.72,-0.12,278.0,,,1.42,1.88,-0.33,6.5,,,5662.0,169.0,-149.0,4.577,0.031,-0.283,0.789,0.345,-0.059,295.06677,43.98209,15.37,1,1,1.0
5581,7882360,K07853.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,364.14397,0.01874,-0.01874,376.4124,0.0332,-0.0332,0.475,0.015,-0.454,15.37,1.7,-1.7,513.5,89.2,-89.2,2.2,0.74,-0.24,259.0,,,1.06,1.08,-0.35,9.3,1.0,q1_q17_dr25_tce,6039.0,189.0,-231.0,4.493,0.054,-0.216,0.951,0.32,-0.107,288.59802,43.681469,15.508,1,1,1.0
5597,7538434,K07841.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,371.1495,0.01888,-0.01888,415.4245,0.0341,-0.0341,0.228,0.213,-0.228,15.855,0.852,-0.852,597.3,61.4,-61.4,2.07,0.54,-0.2,245.0,,,0.85,0.66,-0.24,11.5,1.0,q1_q17_dr25_tce,5988.0,161.0,-197.0,4.541,0.048,-0.18,0.836,0.218,-0.078,294.80182,43.13324,15.342,1,1,1.0
5662,3345675,K01772.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,120.00336404,8.032e-05,-8.032e-05,250.137832,0.000561,-0.000561,0.78,0.025,-0.017,3.3803,0.033,-0.033,39596.0,543.0,-543.0,15.08,0.86,-1.17,240.0,,,0.78,0.21,-0.21,131.1,1.0,q1_q17_dr25_tce,4315.0,142.0,-155.0,4.627,0.035,-0.028,0.668,0.038,-0.052,292.30069,38.402142,15.635,1,1,1.0
5702,8483258,K04012.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,372.16478,0.01298,-0.01298,233.7717,0.0134,-0.0134,0.7967,0.0299,-0.5571,11.288,0.679,-0.679,2074.0,175.0,-175.0,5.68,3.35,-0.6,279.0,,,1.44,2.59,-0.45,23.5,,,6194.0,160.0,-222.0,4.415,0.053,-0.34,1.129,0.665,-0.12,286.54303,44.509621,15.823,1,1,1.0
5723,5938970,K04016.01,Kepler-1540 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,125.4132302,0.0003895,-0.0003895,195.62605,0.00244,-0.00244,0.822,0.057,-0.553,2.3241,0.0833,-0.0833,1345.0,66.7,-66.7,3.14,0.08,-0.17,266.0,,,1.18,0.15,-0.19,22.6,1.0,q1_q17_dr25_tce,4641.0,74.0,-83.0,4.557,0.049,-0.014,0.747,0.02,-0.04,283.34448,41.20174,14.073,1,1,1.0
